Timestamp,Gender,State,Parent Education Level,Household Income Level,Study Duration,Study Frequency,Learning Style,Study Resources,Past Exam Practice,Study Space,Attendance,Study Impact by extracurricular activity,Teacher Support,Progress Monitoring,Performance,Score Level
2024-02-17 02:42:58,Male,Kano,"Postgraduate(Masters,PhD)",Middle income,Less than 1 hour,4-6 times a week,Hands-on practice,Online materials,Rarely,No,Rarely,Helps somewhat,Usually,Always,I performed worse than expected,120 - 200
2024-01-11 15:49:37,Male,Imo,No formal education,High income,2-4 hours,4-6 times a week,Listening to lectures,Tutor,Always,Yes,Never,Helps a lot,Sometimes,Often,I performed better than expected,< 120
2024-10-02 23:43:50,Male,Delta,Secondary school,High income,1-2 hours,Once a week,Reading notes,Tutor,Never,Yes,Rarely,No impact,Usually,Always,I performed better than expected,> 270
2024-09-25 22:22:16,Female,FCT,"Postgraduate(Masters,PhD)",Low income,Less than 1 hour,4-6 times a week,Reading notes,Videos,Rarely,Yes,Rarely,Hinders somewhat,Rarely,Always,I performed better than expected,< 120
2024-06-19 06:25:18,Female,Anambra,University,Low income,2-4 hours,4-6 times a week,Group discussions,Tutor,Never,Yes,Rarely,Hinders somewhat,Rarely,Always,I performed worse than expected,< 120
2024-02-16 05:42:56,Female,Enugu,No formal education,Low income,1-2 hours,Only before exams,Group discussions,Videos,Rarely,No,Always,Helps a lot,Never,Always,I performed better than expected,120 - 200
2024-03-26 23:13:02,Female,Nasarawa,No formal education,High income,1-2 hours,Only before exams,Hands-on practice,Textbooks,Never,Yes,Rarely,Hinders somewhat,Always,Always,I performed worse than expected,> 270
2024-04-08 10:09:04,Female,Kebbi,Secondary school,Middle income,More than 4 hours,Once a week,Listening to lectures,Tutor,Rarely,No,Rarely,No impact,Sometimes,Rarely,I performed as expected,200 - 270
2024-01-01 07:35:34,Female,Kaduna,Primary school,Low income,2-4 hours,Every day,Group discussions,Online materials,Sometimes,No,Rarely,Hinders a lot,Rarely,Always,I performed worse than expected,> 270
2024-07-09 04:39:52,Male,Katsina,Primary school,Middle income,Less than 1 hour,Never,Reading notes,Tutor,Never,Yes,Rarely,Hinders somewhat,Never,Always,I performed as expected,120 - 200
2024-01-03 03:19:50,Female,Imo,No formal education,Middle income,1-2 hours,2-3 times a week,Hands-on practice,Past questions,Often,No,Sometimes,Hinders somewhat,Sometimes,Never,I performed worse than expected,> 270
2024-09-08 10:35:32,Female,Bayelsa,No formal education,High income,2-4 hours,Only before exams,Listening to lectures,Online materials,Sometimes,No,Never,Helps somewhat,Never,Rarely,I performed as expected,200 - 270
2024-04-08 16:21:26,Male,Bauchi,No formal education,Middle income,1-2 hours,Once a week,Hands-on practice,Past questions,Always,Yes,Sometimes,Hinders a lot,Never,Never,I performed as expected,120 - 200
2024-02-17 16:06:05,Female,Enugu,"Postgraduate(Masters,PhD)",High income,1-2 hours,Only before exams,Hands-on practice,Textbooks,Never,Yes,Rarely,Helps a lot,Usually,Often,I performed worse than expected,200 - 270
2024-08-04 18:03:35,Male,Delta,"Postgraduate(Masters,PhD)",Low income,More than 4 hours,2-3 times a week,Group discussions,Videos,Often,No,Always,Hinders somewhat,Rarely,Rarely,I performed better than expected,120 - 200
2024-07-26 15:01:50,Female,Lagos,Primary school,Middle income,2-4 hours,2-3 times a week,Watching videos,Tutor,Always,Yes,Almost always,Helps somewhat,Sometimes,Sometimes,I performed worse than expected,200 - 270
2024-05-03 10:09:50,Female,Ondo,No formal education,Middle income,Less than 1 hour,Once a week,Group discussions,Textbooks,Always,Yes,Almost always,Hinders a lot,Always,Sometimes,I performed worse than expected,< 120
2024-05-09 09:09:37,Female,Delta,Secondary school,High income,1-2 hours,4-6 times a week,Listening to lectures,Textbooks,Rarely,No,Sometimes,Helps a lot,Usually,Often,I performed better than expected,< 120
2024-07-21 07:26:15,Male,Bauchi,Primary school,High income,1-2 hours,2-3 times a week,Watching videos,Online materials,Often,Yes,Never,Hinders somewhat,Rarely,Often,I performed better than expected,120 - 200
2024-01-20 18:34:28,Male,Bauchi,"Postgraduate(Masters,PhD)",High income,Less than 1 hour,Once a week,Group discussions,Tutor,Rarely,No,Always,Helps a lot,Usually,Always,I performed as expected,> 270
2024-02-21 17:39:05,Male,Bayelsa,"Postgraduate(Masters,PhD)",Low income,More than 4 hours,Only before exams,Group discussions,Online materials,Never,No,Rarely,Helps somewhat,Rarely,Never,I performed as expected,200 - 270
2024-07-02 17:03:28,Male,Anambra,University,High income,More than 4 hours,2-3 times a week,Hands-on practice,Videos,Often,Yes,Never,Hinders a lot,Always,Often,I performed as expected,200 - 270
2024-03-08 16:11:02,Male,Imo,University,High income,1-2 hours,2-3 times a week,Group discussions,Tutor,Sometimes,Yes,Always,Helps a lot,Never,Always,I performed as expected,< 120
2024-05-06 19:04:57,Male,Taraba,"Postgraduate(Masters,PhD)",Low income,More than 4 hours,2-3 times a week,Group discussions,Videos,Often,No,Never,No impact,Always,Rarely,I performed worse than expected,< 120
2024-08-24 03:38:30,Male,Bauchi,Secondary school,High income,Less than 1 hour,4-6 times a week,Watching videos,Online materials,Often,Yes,Always,Helps somewhat,Rarely,Often,I performed worse than expected,200 - 270
2024-03-01 15:08:21,Female,Bayelsa,University,High income,More than 4 hours,Only before exams,Listening to lectures,Tutor,Always,No,Almost always,No impact,Rarely,Never,I performed better than expected,200 - 270
2024-10-01 01:08:38,Male,Enugu,No formal education,Low income,1-2 hours,Never,Listening to lectures,Videos,Rarely,Yes,Always,Helps somewhat,Never,Rarely,I performed as expected,200 - 270
2024-06-25 17:17:15,Female,Akwa Ibom,Secondary school,Low income,Less than 1 hour,Every day,Reading notes,Textbooks,Rarely,No,Rarely,No impact,Usually,Never,I performed better than expected,120 - 200
2024-07-15 15:08:32,Male,Lagos,Secondary school,Low income,2-4 hours,Only before exams,Watching videos,Past questions,Rarely,Yes,Never,Hinders a lot,Always,Often,I performed better than expected,> 270
2024-07-06 09:14:33,Female,Ogun,Secondary school,Middle income,2-4 hours,4-6 times a week,Watching videos,Videos,Rarely,No,Always,Helps somewhat,Rarely,Never,I performed better than expected,> 270
2024-05-17 09:11:56,Male,Jigawa,Primary school,Middle income,1-2 hours,2-3 times a week,Listening to lectures,Past questions,Always,Yes,Always,No impact,Usually,Always,I performed as expected,120 - 200
2024-06-09 16:47:33,Female,Kaduna,University,Low income,2-4 hours,4-6 times a week,Watching videos,Videos,Never,Yes,Almost always,Helps a lot,Rarely,Often,I performed as expected,> 270
2024-01-01 16:53:16,Male,Kaduna,Secondary school,Low income,1-2 hours,Never,Listening to lectures,Online materials,Rarely,Yes,Never,Hinders somewhat,Always,Never,I performed worse than expected,200 - 270
2024-05-19 13:03:05,Male,Yobe,No formal education,High income,1-2 hours,Only before exams,Group discussions,Past questions,Rarely,Yes,Never,Helps a lot,Rarely,Always,I performed as expected,200 - 270
2024-01-22 05:45:05,Male,Kogi,Secondary school,Middle income,2-4 hours,2-3 times a week,Hands-on practice,Tutor,Always,No,Rarely,Helps somewhat,Always,Never,I performed better than expected,120 - 200
2024-07-11 14:42:53,Male,Enugu,Primary school,Low income,Less than 1 hour,4-6 times a week,Hands-on practice,Past questions,Rarely,Yes,Never,Hinders somewhat,Usually,Sometimes,I performed better than expected,< 120
2024-10-01 17:05:16,Female,Bauchi,Primary school,Middle income,2-4 hours,2-3 times a week,Listening to lectures,Past questions,Always,Yes,Sometimes,Helps a lot,Usually,Often,I performed worse than expected,< 120
2024-05-20 02:10:36,Male,Bauchi,"Postgraduate(Masters,PhD)",High income,2-4 hours,Never,Listening to lectures,Past questions,Never,No,Never,Helps a lot,Usually,Never,I performed better than expected,> 270
2024-07-24 23:03:08,Male,Zamfara,Secondary school,High income,More than 4 hours,Never,Listening to lectures,Tutor,Often,No,Rarely,Hinders a lot,Usually,Never,I performed worse than expected,200 - 270
2024-06-11 05:06:04,Male,Enugu,University,High income,More than 4 hours,Never,Reading notes,Videos,Always,Yes,Rarely,Helps a lot,Sometimes,Often,I performed worse than expected,< 120
2024-04-23 09:02:50,Female,Kaduna,University,High income,2-4 hours,4-6 times a week,Listening to lectures,Tutor,Never,Yes,Rarely,Hinders somewhat,Usually,Sometimes,I performed worse than expected,200 - 270
2024-05-31 13:03:32,Male,Benue,Secondary school,Low income,More than 4 hours,Once a week,Hands-on practice,Tutor,Sometimes,No,Sometimes,Helps somewhat,Sometimes,Never,I performed better than expected,200 - 270
2024-01-29 17:06:13,Female,Yobe,No formal education,Middle income,Less than 1 hour,2-3 times a week,Hands-on practice,Past questions,Rarely,Yes,Almost always,Helps a lot,Never,Sometimes,I performed worse than expected,< 120
2024-08-13 16:37:24,Female,Oyo,Secondary school,Middle income,More than 4 hours,Only before exams,Watching videos,Textbooks,Always,Yes,Never,Hinders somewhat,Usually,Never,I performed as expected,< 120
2024-03-09 09:51:52,Male,Kebbi,No formal education,Low income,More than 4 hours,Only before exams,Reading notes,Textbooks,Always,No,Almost always,Helps somewhat,Usually,Rarely,I performed better than expected,> 270
2024-03-14 18:34:34,Male,Ebonyi,No formal education,High income,1-2 hours,Every day,Group discussions,Videos,Always,Yes,Never,Helps somewhat,Sometimes,Always,I performed better than expected,200 - 270
2024-06-06 01:14:27,Female,Kaduna,University,High income,More than 4 hours,4-6 times a week,Reading notes,Textbooks,Always,Yes,Almost always,Hinders somewhat,Sometimes,Always,I performed better than expected,> 270
2024-08-16 20:21:55,Male,Cross River,Primary school,High income,More than 4 hours,Only before exams,Listening to lectures,Past questions,Sometimes,No,Sometimes,Helps somewhat,Never,Rarely,I performed better than expected,200 - 270
2024-09-13 03:48:10,Male,Katsina,Primary school,Low income,Less than 1 hour,4-6 times a week,Listening to lectures,Online materials,Often,No,Always,Hinders a lot,Always,Always,I performed better than expected,> 270
2024-07-06 06:16:38,Male,Kwara,University,Low income,1-2 hours,Once a week,Group discussions,Online materials,Often,No,Rarely,Hinders a lot,Always,Sometimes,I performed as expected,120 - 200
2024-06-11 06:45:12,Male,FCT,University,Middle income,1-2 hours,Never,Hands-on practice,Tutor,Often,Yes,Never,Helps somewhat,Rarely,Never,I performed better than expected,120 - 200
2024-05-24 20:16:55,Male,Bauchi,Secondary school,Low income,Less than 1 hour,Only before exams,Listening to lectures,Online materials,Always,No,Almost always,Helps somewhat,Sometimes,Never,I performed as expected,< 120
2024-03-08 20:37:37,Male,Sokoto,Primary school,High income,2-4 hours,Once a week,Reading notes,Tutor,Rarely,Yes,Sometimes,Hinders a lot,Always,Often,I performed as expected,> 270
2024-09-14 22:08:20,Female,Sokoto,Primary school,Middle income,More than 4 hours,Every day,Reading notes,Past questions,Always,Yes,Sometimes,Hinders a lot,Sometimes,Often,I performed worse than expected,200 - 270
2024-04-07 02:33:36,Female,Bayelsa,"Postgraduate(Masters,PhD)",Middle income,Less than 1 hour,Once a week,Group discussions,Textbooks,Never,No,Always,No impact,Usually,Always,I performed better than expected,120 - 200
2024-08-24 01:03:43,Female,Imo,"Postgraduate(Masters,PhD)",High income,2-4 hours,Once a week,Hands-on practice,Past questions,Rarely,Yes,Sometimes,Hinders a lot,Never,Rarely,I performed as expected,> 270
2024-02-22 12:34:19,Male,Plateau,Primary school,Low income,2-4 hours,Every day,Group discussions,Tutor,Rarely,No,Almost always,Hinders somewhat,Never,Sometimes,I performed worse than expected,> 270
2024-04-12 07:30:19,Female,Cross River,"Postgraduate(Masters,PhD)",High income,More than 4 hours,Only before exams,Reading notes,Textbooks,Rarely,No,Never,No impact,Always,Rarely,I performed worse than expected,< 120
2024-07-12 08:16:49,Female,Ekiti,Secondary school,Middle income,More than 4 hours,4-6 times a week,Group discussions,Tutor,Sometimes,Yes,Rarely,Hinders somewhat,Sometimes,Always,I performed worse than expected,200 - 270
2024-07-07 16:46:57,Male,Delta,University,Middle income,More than 4 hours,Only before exams,Reading notes,Past questions,Sometimes,No,Always,Hinders somewhat,Always,Sometimes,I performed worse than expected,200 - 270
2024-03-06 06:06:04,Male,Ekiti,Primary school,Low income,1-2 hours,Only before exams,Watching videos,Past questions,Often,No,Always,Helps a lot,Rarely,Never,I performed better than expected,> 270
2024-07-06 08:33:43,Female,Bauchi,University,High income,1-2 hours,2-3 times a week,Hands-on practice,Past questions,Never,No,Sometimes,Hinders somewhat,Rarely,Never,I performed better than expected,> 270
2024-03-11 04:07:01,Female,Ondo,"Postgraduate(Masters,PhD)",Middle income,1-2 hours,Once a week,Hands-on practice,Textbooks,Often,Yes,Always,No impact,Usually,Sometimes,I performed better than expected,120 - 200
2024-08-30 15:37:47,Female,Edo,Primary school,High income,1-2 hours,Once a week,Hands-on practice,Online materials,Sometimes,No,Rarely,Hinders somewhat,Usually,Often,I performed better than expected,200 - 270
2024-06-17 21:33:30,Male,Delta,No formal education,Low income,1-2 hours,Every day,Group discussions,Videos,Never,Yes,Always,Hinders somewhat,Rarely,Sometimes,I performed as expected,120 - 200
2024-03-24 05:28:23,Male,Lagos,"Postgraduate(Masters,PhD)",Middle income,1-2 hours,Never,Reading notes,Videos,Sometimes,No,Sometimes,Hinders somewhat,Rarely,Always,I performed worse than expected,> 270
2024-10-01 08:38:25,Female,Gombe,No formal education,Middle income,2-4 hours,Only before exams,Listening to lectures,Online materials,Sometimes,No,Sometimes,Hinders somewhat,Sometimes,Never,I performed worse than expected,> 270
2024-10-05 03:32:08,Male,Jigawa,University,Low income,2-4 hours,Once a week,Listening to lectures,Past questions,Often,No,Never,No impact,Never,Often,I performed as expected,200 - 270
2024-01-17 16:25:26,Female,Sokoto,University,Low income,2-4 hours,Every day,Group discussions,Past questions,Rarely,No,Sometimes,Helps somewhat,Rarely,Sometimes,I performed better than expected,> 270
2024-09-17 23:09:23,Male,Kaduna,No formal education,Middle income,1-2 hours,2-3 times a week,Hands-on practice,Past questions,Sometimes,Yes,Never,Helps a lot,Usually,Sometimes,I performed better than expected,< 120
2024-06-27 18:12:53,Female,Oyo,"Postgraduate(Masters,PhD)",Middle income,More than 4 hours,2-3 times a week,Reading notes,Tutor,Often,Yes,Never,Hinders a lot,Rarely,Sometimes,I performed as expected,120 - 200
2024-05-09 05:12:17,Female,Anambra,No formal education,High income,2-4 hours,Never,Listening to lectures,Videos,Never,No,Always,Helps a lot,Sometimes,Rarely,I performed worse than expected,< 120
2024-02-17 23:00:26,Male,Imo,Secondary school,High income,2-4 hours,4-6 times a week,Listening to lectures,Videos,Sometimes,No,Never,Hinders somewhat,Always,Often,I performed worse than expected,120 - 200
2024-06-24 20:27:09,Female,Akwa Ibom,University,Low income,Less than 1 hour,Never,Watching videos,Tutor,Sometimes,Yes,Rarely,Helps a lot,Never,Sometimes,I performed as expected,< 120
2024-01-14 22:08:38,Female,Plateau,University,Low income,2-4 hours,Only before exams,Hands-on practice,Tutor,Sometimes,No,Always,Helps a lot,Always,Sometimes,I performed better than expected,200 - 270
2024-06-21 00:58:26,Male,Kebbi,Secondary school,Middle income,Less than 1 hour,Never,Group discussions,Past questions,Always,No,Never,Hinders a lot,Always,Often,I performed worse than expected,< 120
2024-05-20 09:03:26,Female,Delta,University,Middle income,Less than 1 hour,4-6 times a week,Watching videos,Online materials,Sometimes,No,Sometimes,Hinders a lot,Sometimes,Always,I performed worse than expected,< 120
2024-02-17 14:42:00,Female,Lagos,Secondary school,Middle income,More than 4 hours,4-6 times a week,Watching videos,Past questions,Sometimes,No,Sometimes,Helps somewhat,Sometimes,Often,I performed better than expected,< 120
2024-04-05 06:08:01,Male,Ekiti,"Postgraduate(Masters,PhD)",High income,Less than 1 hour,2-3 times a week,Watching videos,Textbooks,Never,No,Never,Helps somewhat,Sometimes,Always,I performed worse than expected,> 270
